time,ppg,eeg,annotations
0.0,-0.014342321645892908,-0.029179712129282265,
0.004,0.043644673831718786,0.5055889237579753,
0.008,0.100184445963876,0.5245961663371395,
0.012,0.2351344716862669,0.558570506009828,
0.016,0.11218311879720386,0.7440263205878405,
0.02,0.1484047846483103,0.6037987685332153,
0.024,0.402429855682381,0.36937526462825016,
0.028,0.2777421506677478,0.5329235992594596,
0.032,0.24236991586393822,0.42738036591950096,
0.036,0.3641744820428229,0.3952769205513311,
0.04,0.4229641402213264,0.28178248211970375,
0.044,0.6539380636391003,0.27385540131489944,
0.048,0.632511779516627,0.1788824315725323,
0.052,0.695410356102659,0.524510021854723,
0.056,0.7022557676105484,0.06775318696516171,
0.06,0.7533856724471137,0.09980635570631696,
0.064,0.6272934066509384,0.2972852542365077,
0.068,0.7123567223236552,-0.1741079204549969,
0.072,0.6680564606101858,-0.32147204993129364,
0.076,0.7794900036437803,-0.4314527044903969,
0.08,0.9010473463334303,-0.4630251354568556,
0.084,0.8767514817491133,-0.6952038534104676,
0.088,1.0236105448975563,-0.8316088634195427,
0.092,0.8059617461746164,-0.6377815315483217,
0.096,0.9962020355192894,-0.28821913638280494,
0.1,0.8458232670051997,-0.16690404457434463,
0.104,1.0029175460045059,0.060147594328131604,
0.108,1.088725268778321,0.20064116250871714,
0.112,1.0127582295103779,0.6668952922712729,
0.116,1.1071453175801904,0.504501012995975,
0.12,0.9721785300567582,0.4546219413174716,
0.124,0.9161883856531465,0.4558130069037777,
0.128,1.1509483069811957,-0.02326858958428031,
0.132,1.2806167299810436,0.035909561249659175,
0.136,1.015868234082255,0.1390097459726543,
0.14,1.245244241175835,-0.17732635614205164,
0.144,1.1332268428502152,-0.14551458040507523,
0.148,0.9994991473428396,-0.11696551317663723,
0.152,1.0224461610390365,0.0692590414923409,
0.156,1.13807247300223,-0.028099941742195093,
0.16,1.0953420369083622,0.32762921245661025,
0.164,1.0022198690661739,-0.07985759131629955,
0.168,0.9602939161247677,-0.2911437248423314,
0.172,1.0397148470650432,-0.12011879272254192,
0.176,1.1370005378631942,-0.5268380677431559,
0.18,1.108801021385872,-0.6818750802917936,
0.184,1.0497748874190795,-0.793564298578842,
0.188,1.1092313013834991,-0.4508963798966536,
0.192,1.180928120342155,-0.4235668673146287,
0.196,1.1030148603415675,-0.21940173096174612,
0.2,1.0369989908763912,0.11194059475597118,
0.204,1.1263744433510192,0.43802385755016604,
0.208,0.9209898194855107,0.8724364163119004,
0.212,0.9769226284477991,0.9728857863937261,
0.216,0.960840742365836,0.9220605788016257,
0.22,0.8379484433428609,0.9801288805849936,
0.224,0.8995746584012395,0.7349519797883035,
0.228,0.7132737785795484,0.5991111275441179,
0.232,1.0905501544154967,0.2646780214366716,
0.236,0.7835741073094684,0.0994827845048442,
0.24,1.0133959796569774,0.11278225314654357,
0.244,0.8356130309473109,0.050148275280173106,
0.248,0.8649262843361869,0.16681425331226382,
0.252,0.7358739341972759,0.07743215611766283,
0.256,0.7816020681674132,-0.10513947623037807,
0.26,0.8017154823952426,-0.2965100098639035,
0.264,0.778841002949991,-0.06376967590593831,
0.268,0.7655020543052422,-0.3219389275168862,
0.272,0.6268061021946716,-0.4153793917427951,
0.276,0.5912476848919379,-0.6886087535420878,
0.28,0.45559158609143435,-0.6112737721801346,
0.284,0.6431872255867133,-0.999224418181463,
0.288,0.6751365241208828,-0.9085706598608495,
0.292,0.7047513439452825,-0.628094443788871,
0.296,0.5501872855708515,-0.3678909590012971,
0.3,0.4198393803591204,-0.1543710567182269,
0.304,0.3039306647524436,-0.16266353458920052,
0.308,0.5553273923174242,0.0720313230235248,
0.312,0.24944970842187122,0.48255289178349303,
0.316,0.37335518483714997,0.632036122123739,
0.32,0.3637667279495311,0.3028069569251164,
0.324,0.3584959092418258,0.5100377523453252,
0.328,0.34874306192614635,0.4833021559089986,
0.332,0.33918803338658776,0.22328128632980732,
0.336,0.06454481578731225,0.17114267624368001,
0.34,0.28875685600010653,0.16201435014843402,
0.344,0.04604757065635978,-0.20286397291281805,
0.348,0.3244426769178495,0.21169542571056799,
0.352,0.1784208300450876,0.03475696777763767,
0.356,0.0014305313350050641,0.15156838833483513,
0.36,0.11939150385962799,0.06798053898255253,
0.364,0.12794462284781366,0.2823043091489854,
0.368,0.2886073236222388,-0.22742642336973481,
0.372,0.17421118459238172,0.028138165446582205,
0.376,0.17440397979594535,0.024595527779555735,
0.38,0.24387044235880398,-0.7694388468914346,
0.384,0.10227172464624132,-0.6637584309883856,
0.388,0.17376210834303824,-0.41841651254168555,
0.392,0.15347409181622482,-0.5417466587148227,
0.396,-0.05656035504188339,-0.1899458619397222,
0.4,0.20660235694579482,0.16183668178495675,baseline_start
0.404,-0.09532652369067873,0.28573944605599233,
0.408,0.1259845096372077,0.6430085353336846,
0.412,-0.12980940533276847,0.923822334145186,
0.416,0.06973808754607805,0.7756420776321209,
0.42,0.18354894864092408,0.5324270726764443,
0.424,-0.03621100506016591,0.7432070078086621,
0.428,-0.05287319788735738,0.5734308539077173,
0.432,0.02138792161389065,0.18969093881344212,
0.436,-0.08514775768124522,-0.21558801617709253,
0.44,0.11689514719019146,-0.31501530357312424,
0.444,-0.05864879412727894,-0.6235333951679145,
0.448,-0.12306794925961236,-0.3254667818821488,
0.452,-0.15854587960301997,-0.0257081799619213,
0.456,-0.21159596374775247,-0.320158915702991,
0.46,-0.19521021198195282,-0.4016731508274344,
0.464,-0.18201582557638304,-0.15164660947608283,
0.468,-0.21063453624613726,-0.2695516533671586,
0.472,-0.24304449338523867,-0.7279720775428395,
0.476,0.01684335347484986,-0.7084172010380685,
0.48,-0.3123420931189266,-1.0554171757410924,
0.484,-0.2114568111822985,-0.9869896290957816,
0.488,-0.18416573679416615,-1.1533601513030738,
0.492,-0.19822652282881967,-0.5755606714797418,
0.496,-0.2854473563333827,-0.36254758571871476,
0.5,-0.3225407766921421,-0.11636187086001078,
0.504,-0.272735365887382,0.3295044393255832,
0.508,-0.3111908428380719,0.603120251384764,
0.512,-0.3842189755694961,0.7006647618855513,
0.516,-0.5355083852306854,1.004921099050793,
0.52,-0.44761407465973724,0.8634848790123872,
0.524,-0.5374642208539224,0.782644988415587,
0.528,-0.5119777734375405,0.3903034280376956,
0.532,-0.4648322081782269,0.45313973920473966,
0.536,-0.45558494726026505,0.30193823983333923,
0.54,-0.3370961187107343,0.09837372285501665,
0.544,-0.5929074810708704,0.3008381619044848,
0.548,-0.4860325631479387,-0.15636524686463435,
0.552,-0.557486951733662,0.14580747481269668,
0.556,-0.48328386776881394,0.28025451692020287,
0.56,-0.5802243272296885,0.53962349045875,
0.564,-0.7637686793529642,-0.19036410314537475,
0.568,-0.860352150608223,-0.1159249926487107,
0.572,-0.6820431408533336,-0.25356820532087687,
0.576,-0.7910693628813684,-0.5561717057523772,
0.58,-0.861179768654562,-0.9562893496115336,
0.584,-0.9146332228512526,-0.9095244730457689,
0.588,-0.7962396146419222,-1.231237094308305,
0.592,-0.6856926937331809,-0.659146335843631,
0.596,-0.901049965699305,-0.6780000537466278,
0.6,-0.824395013504608,-0.058265229116831005,
0.604,-0.9163340719689544,0.035945296582886005,
0.608,-1.057102370676239,0.26306519625062924,
0.612,-0.8760358316072827,0.582149948475592,
0.616,-1.0795595721914726,0.6467295515136771,
0.62,-0.9876462765659089,0.6973931085270902,
0.624,-1.0427496357132844,0.3543987262967382,
0.628,-0.9370741299398009,0.19804643435630462,
0.632,-1.1489033374328392,-0.2145269026035118,
0.636,-1.0195573682557166,0.1490559693692966,
0.64,-1.1569591459462176,-0.35925126217245323,
0.644,-1.1371348533288428,-0.07591204869765228,
0.648,-1.4612321880637165,-0.03776500052438095,
0.652,-0.8987684233360751,-0.039702885554595245,
