time,ppg,eeg,annotations
0.0,-0.045772483052441,-0.10177807028641472,
0.004,0.11250956147902566,0.3351606173538393,
0.008,0.27481434749435407,0.5984688692342924,
0.012,-0.045291586289960106,0.9210869742784006,
0.016,0.1514147790256006,0.5228742389157103,
0.02,0.014561297049231203,0.8659782429506219,
0.024,0.3419232238042022,0.6206471714574562,
0.028,0.43981194304817023,0.5358161666322367,
0.032,0.3016694393552969,0.5017468368494118,
0.036,0.45602650767308806,0.5064138604287178,
0.04,0.4878912195963497,0.20578511645265712,
0.044,0.5324900497129623,0.19670953746597974,
0.048,0.6040694837295046,0.275781704701746,
0.052,0.6344419932642498,0.23613534940919328,
0.056,0.573331965440854,0.3080815227498947,
0.06,0.6208782842441367,0.4746183554751126,
0.064,0.5450972861387723,0.5018223721303067,
0.068,0.5171246977485505,-0.12031267574051395,
0.072,0.7611336150807065,-0.013639913288616067,
0.076,0.9688116958064854,-0.5534052329576311,
0.08,0.7324184505599023,-0.7567756244034581,
0.084,0.8017925943369012,-1.042339727578296,
0.088,0.8957547821620705,-0.66515193216008,
0.092,0.8831266039425292,-0.6094300942644781,
0.096,0.9399892524142087,-0.36056801613155187,
0.1,1.0025940301089884,-0.10226310137059412,
0.104,1.0109959327349087,0.1506891464546579,
0.108,0.9157287701329826,0.3772333474200861,
0.112,0.9254314951803947,0.15865916420472714,
0.116,1.070254623405192,0.34507503973872883,
0.12,0.9295775521738132,0.49936589511985363,
0.124,1.18809020085922,0.11568624515851533,
0.128,1.121317625838455,0.27717419760534145,
0.132,1.2165599073895574,-0.04488643721266968,
0.136,1.1641458062896328,-0.14369247752146547,
0.14,1.1138757976482878,-0.12527864674722944,
0.144,1.2284438237273647,-0.046612539741425395,
0.148,1.1297369943714375,-0.061126171848357815,
0.152,1.0942271866765065,-0.12910578245537543,
0.156,0.971346062750384,0.012226267216862206,
0.16,1.1213008303982366,-0.16588459869557187,
0.164,1.0542091260335238,-0.35389176596851807,
0.168,1.05693928082597,-0.4692981771995557,
0.172,1.076540246031771,-0.39165529587736375,
0.176,1.1723735449325265,-0.45435864510542195,
0.18,1.0102177976443634,-0.6904244890229547,
0.184,0.9734131224902922,-0.7478744664316419,
0.188,0.9149361414495674,-0.6273880700691504,
0.192,1.125598945393742,-0.44919926648294384,
0.196,1.1383095674281576,-0.23872350003435355,
0.2,1.0028303359414696,0.24327086744292886,
0.204,0.9944363900682563,0.5056636766108125,
0.208,1.1134145697193323,1.1402164569440527,
0.212,0.9948645791340514,0.840257382679493,
0.216,1.0296971959241,0.8722962566171575,
0.22,0.9971261982962126,1.0408963136942537,
0.224,0.8549238971064792,0.7095386435378395,
0.228,0.9773395284858378,0.3607754810742646,
0.232,0.9310703445555154,0.5015780726567846,
0.236,0.8362950593667288,0.14117713869042056,
0.24,0.8377244995964687,0.2979665320700564,
0.244,0.7122516776005287,0.1759622746361764,
0.248,0.9071440567704199,0.3644023311389443,
0.252,0.8233861149452151,-0.09411440037708771,
0.256,0.7943279101539401,-0.027378787304602553,
0.26,0.7661480834439656,-0.2160245649947853,
0.264,0.7732534081461757,-0.27273453243970935,
0.268,0.560765829932651,-0.4005153478984331,
0.272,0.961951323452807,-0.916348713670364,
0.276,0.735236860574991,-0.6532598096489065,
0.28,0.6760951615772348,-0.8445269473806881,
0.284,0.8011644146042005,-0.5427612218687526,
0.288,0.6279244199757041,-0.864278217645107,
0.292,0.7621387887485309,-1.0435935444515902,
0.296,0.7585638110352877,-0.3949324342825616,
0.3,0.6600602060017542,-0.24099576019042832,
0.304,0.5007500767926586,0.028888629056368013,
0.308,0.4721618865839523,0.3438370192936166,
0.312,0.42093366177856095,0.7198445707352176,
0.316,0.516647738843104,0.6871268906551671,
0.32,0.31163962298242054,0.9897778642341546,
0.324,0.3788446438322794,0.4310691664681404,
0.328,0.15515118634721436,0.44262530776520526,
0.332,0.24951699760303314,0.2581868062832931,
0.336,0.3444456777186833,-0.061631434278636,
0.34,0.37432226532315155,-0.06557686664974281,
0.344,0.398023995990226,0.20503448456019774,
0.348,0.28708409756086417,0.053489385652100874,
0.352,0.20641625321686446,0.26071315195938116,
0.356,0.18601867056882532,0.18194923934264906,
0.36,0.16309720837911118,0.04983280894694859,
0.364,0.41582024869296,-0.01558285594828148,
0.368,0.15391768936724895,-0.2282146601736119,
0.372,0.2202808371393065,-0.03434567698708422,
0.376,0.14358457935137786,-0.4288723877880134,
0.38,0.21208963610480958,-0.6669822563600789,
0.384,0.04108107657058348,-0.6630069427121742,
0.388,0.07134695563875318,-0.7840835679005945,
0.392,0.15692952945343708,-0.2973336806582472,
0.396,0.0317284606404209,-0.07573257248395815,
0.4,0.15325345458560213,0.2628344662196214,baseline_start
0.404,0.1261147703742752,0.33195071485971456,
0.408,0.061448796002885116,0.5244892662845183,
0.412,0.027503944609317182,0.7847558144474969,
0.416,0.01860234296010292,0.7578686197181483,
0.42,0.1070773130545202,0.5091673134181665,
0.424,0.06522544445414129,0.7635088559016795,
0.428,0.15877768564973757,0.25888278432659656,
0.432,-0.1346436336909895,0.3772698867267076,
0.436,-0.16565451057687686,-0.27852738730134896,
0.44,-0.06905342308627704,0.0054901995604449885,
0.444,-0.06824235858895386,-0.22063310763557462,
0.448,-0.06575898813445423,-0.20150193801533745,
0.452,0.08223929324590122,0.2672724087658666,
0.456,-0.048678536908089966,-0.31916134356294534,
0.46,-0.07296735072046162,-0.13454469212629433,
0.464,-0.1630885675924387,-0.14229424706531393,
0.468,-0.13570608903896111,-0.31605819074897046,
0.472,-0.12025620689190272,-0.6462308102436515,
0.476,-0.16297139482770567,-0.8679785837071959,
0.48,-0.14610155864349653,-0.8688986622718373,
0.484,-0.1358304911771029,-0.7638797434040177,
0.488,-0.1005530036586993,-0.6940471278917986,
0.492,-0.11589096616905196,-0.7257446417395479,
0.496,-0.18696699350512364,-0.38273774172624564,
0.5,-0.1141092641290889,-0.0006502306785195346,
0.504,-0.224773300668985,0.42961697045475356,
0.508,-0.3525673766111628,0.7254844296101882,
0.512,-0.45263677210720504,0.8028669939872053,
0.516,-0.17237122537486996,1.1469107555626032,
0.52,-0.38578993316455024,0.8192222749119826,
0.524,-0.2560461600030093,1.0174401899795402,
0.528,-0.21880782406778732,0.7070780139745305,
0.532,-0.48063364844563283,0.6583485591608732,
0.536,-0.49197319937517986,0.5614078586002245,
0.54,-0.33675205894393767,0.11104616088020516,
0.544,-0.4073680762039701,0.03154614752319984,
0.548,-0.49816285011935285,0.5072757947492751,
0.552,-0.46435678583607815,0.5220636074516102,
0.556,-0.4426698106415155,0.2881400832328794,
0.56,-0.45454240231768844,0.17454917254063768,
0.564,-0.4154907182414307,-0.20888905060112592,
0.568,-0.6498128859244046,-0.18227647914661674,
0.572,-0.4901619199020471,-0.43376013034832733,
0.576,-0.4364971904232837,-0.4300537193089159,
0.58,-0.602942988961153,-0.6637758313449429,
0.584,-0.5265929894011645,-0.5158630830335368,
0.588,-0.721952858503945,-1.1564349445091266,
0.592,-0.7080271771686186,-0.5510260284301879,
0.596,-0.6991503461053568,-0.5366406611941449,
0.6,-0.7566821678125102,-0.14580379518178485,
0.604,-0.8674992343539406,0.3304864216618035,
0.608,-0.9293721423505553,0.35878169654477965,
0.612,-0.7450638960817442,1.1276806712302996,
0.616,-0.7757833782692829,0.5360529522157177,
0.62,-1.0551424820553463,0.4671788926247374,
0.624,-0.8382951959990028,0.08514294582429702,
0.628,-0.8900564263621814,0.28619737626463365,
0.632,-1.0017923791511372,0.046368232825027736,
0.636,-0.9309684625643855,-0.3707342228970053,
0.64,-1.0821447033386957,-0.2677541178903483,
0.644,-1.0460469391878757,-0.08544894013645293,
0.648,-1.1031202904699242,-0.38358072338329297,
0.652,-0.9484788587170475,-0.24989792966766164,
0.656,-1.084053573437904,-0.031134437897959538,
0.66,-1.1143493697301459,0.034204969185281334,
0.664,-1.1489812833796047,0.10535365971929526,
0.668,-1.0163833781620932,0.3334701480457508,
0.672,-1.0390275535652984,-0.44791997027422337,
0.676,-1.1466586147838447,-0.8986191644226431,
0.68,-1.0742285764414918,0.5023591213673407,
0.684,-1.414795529009268,2.033552600558035,
0.688,-1.2134313927956883,1.0368053877040455,
0.692,-1.0133662899959663,0.1739201643613059,
0.696,-1.1589217296450345,-1.2415275902605876,
0.7,-1.2499535204785934,-2.1516037730942563,
0.704,-0.9591145365277818,-1.4057885978690894,
0.708,-1.2957484746727048,0.7183936570967449,
0.712,-1.2512216560505056,1.950673898436358,
0.716,-1.2104608006503172,3.223146751147477,
0.72,-1.1884564033024927,2.993349675010849,
0.724,-0.9710426143613398,1.2443213785391005,
0.728,-1.115314475126744,0.23315007088416556,
0.732,-0.8511435233111938,-1.8084681494771901,
0.736,-1.2636289279816164,-1.8483425763993049,
0.74,-0.9531559120094676,-1.1311120568443984,
0.744,-1.0759480892298625,0.7608606304530162,
0.748,-1.0567580143025601,1.8857800916824605,
0.752,-1.0431210613332773,2.427674041820093,
0.756,-1.0030201134661398,1.6729001334276237,
0.76,-0.8610927861459179,-0.17429377663089604,
0.764,-0.9902632558099472,-1.838239927661963,
0.768,-0.897219813942563,-2.7449796192857017,
0.772,-0.7595544219451846,-2.247336337043995,
0.776,-1.0497213243599763,-0.7067061864778552,
0.78,-0.6023842158259614,0.4906044869274776,
0.784,-0.6516230288653295,1.4070032034601316,
0.788,-0.6901876687179601,0.962772561793241,
0.792,-0.663433622162524,-0.5158029597287497,
0.796,-0.6421008024583263,-2.0330520631957514,
0.8,-0.6887671842759896,-2.452154154113573,
0.804,-0.5033308556145236,-1.5885139991714967,
0.808,-0.5682053247691037,-0.3589146557924181,
0.812,-0.6076833887323025,1.884950885552957,
0.816,-0.33811322171942926,2.6844460360749793,
0.82,-0.5100072809992584,2.6028596554512893,
0.824,-0.28986347949076785,1.2682902051077574,
0.828,-0.3513428767451916,-0.6247784472011989,
0.832,-0.23313952867537277,-1.491298312479516,
0.836,-0.3405983054808845,-1.928321200943333,
0.84,-0.2972757959819805,-1.1630764371234092,
0.844,-0.07647019203442994,0.5308202063065615,
0.848,0.04774939037385886,2.2838215703506517,
0.852,0.06096504995939761,2.339153338997729,
0.856,0.019887911657685532,1.6827401823731511,
0.86,-0.07675336158261695,-0.11929530765324109,
0.864,-0.1357920871570904,-1.4663747347057337,
0.868,0.31691142755439466,-2.4379144890925626,
0.872,0.11980637557326215,-1.9589576110744167,
0.876,0.3528460666109592,-0.4399162951478507,
0.88,0.32410972562353096,1.1085639233827722,
0.884,0.10071716217122306,1.538630640555076,
0.888,0.33914518531389426,1.11885747240101,
0.892,0.44584417365631523,-0.10672587576990199,
0.896,0.27596437642460003,-1.60108997967961,
0.9,0.4463183100904118,-2.2122209401480784,
0.904,0.41925387899457406,-1.425280168928889,
0.908,0.7101704018026399,0.39356203291968833,
0.912,0.5260155244208573,1.8216831501134736,
0.916,0.6904025914832665,3.0036518207579173,
0.92,0.6007492403740705,2.948272633925135,
0.924,0.6532453995390818,1.4961584967187869,
0.928,0.7389544884925985,-0.19283468571613221,
0.932,0.7994054538814522,-1.929872260949442,
0.936,0.8259516578377937,-2.4916729851376265,
0.94,0.6845785139303104,-1.5154050906873022,
0.944,0.9733444873560835,0.5688765315330994,
0.948,1.0641292968396527,1.4513813444583208,
0.952,0.9543300183432943,1.9931426603114386,
0.956,0.9478632796397684,0.9142108868821418,
0.96,1.0945460532248477,-0.5495670560194786,
0.964,1.0609993461176683,-2.087784741860889,
0.968,1.0253855055473569,-2.76094952882489,
0.972,1.0009349489451258,-2.3129065574173873,
0.976,1.06427433160077,-1.1576975254743263,
0.98,0.8987309552579059,0.4556857982369592,
0.984,1.1176568756751775,1.1473794749039383,
0.988,1.2508695133484393,1.0331722911985202,
0.992,0.9048605481832861,-0.5387548130881717,
0.996,0.8908242046610979,-2.116097063596976,
1.0,1.2112654736598374,-2.110689063213583,
1.004,1.3503323762200838,-1.477702210367209,
1.008,1.3354062858846942,0.017925460151823405,
1.012,1.1162205742694724,1.821662736762544,
1.016,1.2040429140006108,3.1697962527070227,
1.02,1.2605006015086824,3.1295188178118387,
1.024,0.9919560294456834,1.8753093320803336,
1.028,0.9501205578515131,0.21045289758865685,
1.032,1.1039438971143178,-1.5181640867898663,
1.036,1.0284805015262652,-1.7157626991111325,
1.04,1.1419039808183784,-1.1646534264719854,
1.044,1.064181841002097,0.5986535244710306,
1.048,1.2720863030387313,2.4303890489109348,
1.052,1.1479056991987902,2.30055678951701,
1.056,1.0481865421529486,1.4802432928987914,
1.06,0.8441033221515619,-0.02848998889527293,
1.064,1.0797144230754694,-1.6785742102713592,
1.068,1.0485558397483359,-2.6710127512525337,
1.072,0.9778144204949155,-1.693789121652097,
1.076,0.9250532056264973,-0.8563631714128032,
1.08,0.9100991935037319,0.846838559360046,
1.084,1.0934464764320233,1.7791064700595312,
1.088,1.0596697059760491,0.9937956860082842,
1.092,0.8694430472318032,-0.7625716944744706,
1.096,0.9239419380801321,-1.6779978156004915,
1.1,0.9086069911343296,-2.5127930461655175,
1.104,0.7111464008733623,-1.6881103098025225,
1.108,0.745492472936973,0.13282048157349405,
1.112,0.9258971764611854,1.4371945729364242,
1.116,0.6679902093525262,3.008984961633416,
1.12,0.6895159942562561,2.9934711294652314,
1.124,0.7019175127551672,1.3901999205157238,
1.128,0.6758942220350396,-0.332645811381422,
1.132,0.5814469491096919,-2.0709156540841533,
1.136,0.6145046109871459,-2.0473886710116465,
1.14,0.4329528362011835,-1.6853185523803977,
1.144,0.6662345154863628,0.5435555139578109,
1.148,0.568669273980712,1.3198153100786465,
1.152,0.4123352552814741,2.2873200638384437,
1.156,0.47364289078552707,1.0951201300614843,
1.16,0.2949889319339329,-0.21339390976960557,
1.164,0.3727262148081679,-2.069978940345078,
1.168,0.2934191485622385,-2.6485133109342147,
1.172,0.672999053602106,-2.2181293299409486,
